접수번호,접수일,위해자연령,위해자성별,발생일자,치료기간,품목대분류,품목중분류,품목소분류,원산지,위험및위해원인,위해부위,발생장소
2017072421,2017-07-20,25,여자,2017-06-15,해당없음,축산·수산물 식품,수산물-해양어류,고등어,,식품 섭취에 의한 위험 및 위해,전신 손상,아파트
2017072494,2017-07-20,34,여자,2017-07-02,해당없음,가공식품,외식-기타,면류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072495,2017-07-20,25,남자,2017-07-02,해당없음,가공식품,외식-기타,수산물,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072496,2017-07-20,4,여자,2017-07-02,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,,눌림·끼임,손,아파트
2017072497,2017-07-20,38,남자,2017-07-02,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072505,2017-07-20,1,남자,2017-07-17,해당없음,식물 식품,과일-핵과류,복숭아,,식품 섭취에 의한 위험 및 위해,다리(무릎 위),아파트
2017072506,2017-07-20,3,남자,2017-07-02,해당없음,"건물, 시설 및 서비스","숙박, 음식점 시설 및 서비스","기타 숙박, 음식점 시설 및 서비스",,미끄러짐·넘어짐,이마,기타 숙박시설
2017072507,2017-07-20,58,여자,2017-07-17,해당없음,가공식품,커피,원두 커피,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072508,2017-07-20,5,여자,2017-07-17,해당없음,완구 및 게임용품,놀이장비 및 액세서리,싱싱카,,부딪힘,볼,자전거도로
2017072509,2017-07-20,39,남자,2017-06-30,해당없음,식물 식품,곡류-견과종실류,기타 견과종실류,,부패·변질,전신 손상,아파트
2017072510,2017-07-20,60,남자,2017-07-16,해당없음,가공식품,외식-기타,수산물,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072511,2017-07-20,53,여자,2017-07-01,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,손가락,아파트
2017072520,2017-07-20,46,남자,2017-07-14,해당없음,스포츠 및 취미용품,예술품,도자기,,파열·파손·꺾여짐,손가락,아파트
2017072521,2017-07-20,20,여자,2017-07-15,해당없음,가공식품,외식-기타,수산물,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072522,2017-07-20,38,여자,2017-06-30,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072530,2017-07-20,66,남자,2017-07-14,해당없음,가공식품,외식-한식,고기류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072531,2017-07-20,32,남자,2017-07-01,해당없음,가공식품,외식-양식,피자,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072532,2017-07-20,8,여자,2017-07-16,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 그네,,기타 물리적 충격,머리 및 뇌(뇌막),상세불명의 장소
2017072533,2017-07-20,3,여자,2017-07-16,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 철봉,,추락,팔꿈치,상세불명의 장소
2017072304,2017-07-20,13,남자,2017-06-25,해당없음,완구 및 게임용품,어린이용 블록 및 조립완구,기타 놀이장비,,미끄러짐·넘어짐,코,키즈카페(실내놀이터)
2017072305,2017-07-20,54,남자,2017-06-25,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,,기타 물리적 충격,머리 및 뇌(뇌막),아파트
2017072306,2017-07-20,3,여자,2017-06-25,해당없음,생활용품,가정용 욕실용품,기타 가정용 욕실용품,,부딪힘,생식기 주변 및 회음부,아파트
2017072307,2017-07-20,36,여자,2017-06-24,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,손,아파트
2017072323,2017-07-20,49,여자,2017-06-22,해당없음,화장품 및 화장용품,인체 세정용 화장품,폼 클렌저,,이물질(기타),안구,아파트
2017072534,2017-07-20,4,남자,2017-07-01,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,,눌림·끼임,손가락,아파트
2017072535,2017-07-20,63,여자,2017-07-16,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072573,2017-07-20,92,여자,2017-07-10,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,눈 및 눈주변(눈썹 및 눈꺼풀),아파트
2017072574,2017-07-20,85,여자,2017-07-20,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,머리 및 뇌(뇌막),요양병원 
2017072579,2017-07-20,41,여자,2017-06-13,해당없음,건축/인테리어 자재 및 작업공구,유리 및 유리제품,강화유리,,눌림·끼임,손,아파트
2017072582,2017-07-20,6,여자,2017-05-05,해당없음,조명기구 및 전기 부품&용품,각종 등(램프) 및 부품,소형 램프,,파열·파손·꺾여짐,이마,상세불명의 주택
2017072583,2017-07-20,2,남자,2017-05-03,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,,눌림·끼임,손가락,상세불명의 도로 및 인도
2017072584,2017-07-20,5,남자,2017-05-03,해당없음,가구 및 가구설비,주방가구,식탁,,부딪힘,"입술, 혀",상세불명의 주택
2017072585,2017-07-20,5,남자,2017-05-02,해당없음,"건물, 시설 및 서비스",운송용 구조물 및 운송서비스,버스정거장 및 버스여객서비스,,기타 물리적 충격,눈 및 눈주변(눈썹 및 눈꺼풀),버스/버스터미널/정류장 
2017072586,2017-07-20,2,남자,2017-05-02,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,손,상세불명의 주택
2017072589,2017-07-20,71,남자,2017-05-19,해당없음,농·임·어업용 기계 및 관련용품,농업용 기계,농업용 트랙터,,눌림·끼임,발목,상세불명의 농수축산업 지역 
2017072590,2017-07-20,3,남자,2017-06-14,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 미끄럼틀,,추락,머리 및 뇌(뇌막),상세불명의 장소
2017072324,2017-07-20,50,여자,2017-06-28,해당없음,가공식품,외식-일식,초밥,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072384,2017-07-20,3,여자,2017-05-30,해당없음,건축/인테리어 자재 및 작업공구,내벽 마무리  및 표면재료,기타 내벽 마무리 및 표면재료,,이물질(액체류),"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072387,2017-07-20,10,남자,2017-05-24,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 기어오르기시설,,추락,팔꿈치,초등학교
2017072388,2017-07-20,14,여자,2017-05-28,해당없음,스포츠 및 취미용품,기타 스포츠 장비 및 용품,스케이트보드,,미끄러짐·넘어짐,손목,상세불명의 도로 및 인도
2017072410,2017-07-20,63,남자,2017-06-17,해당없음,가공식품,외식-한식,탕류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072411,2017-07-20,52,여자,2017-06-17,해당없음,화장품 및 화장용품,두발용 화장품,퍼머넌트 웨이브(파마약),,피부접촉에 의한 위험 및 위해,머리 및 뇌(뇌막),이미용실
2017072413,2017-07-20,60,남자,2017-06-17,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072414,2017-07-20,0,남자,2017-06-17,해당없음,가구 및 가구설비,유아용 가구,유모차,,추락,이마,인도
2017072424,2017-07-20,2,남자,2017-06-16,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,비닐바닥재,,미끄러짐·넘어짐,머리 및 뇌(뇌막),아파트
2017072425,2017-07-20,23,여자,2017-06-15,해당없음,가공식품,외식-양식,햄버거,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072426,2017-07-20,5,남자,2017-06-15,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072432,2017-07-20,49,여자,2017-06-14,해당없음,가공식품,외식-한식,탕류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072433,2017-07-20,0,여자,2017-06-14,해당없음,가공식품,빵(떡) 및 과자류-과자,기타 과자류,,식품 섭취에 의한 위험 및 위해,전신 손상,아파트
2017072434,2017-07-20,20,여자,2017-06-14,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072435,2017-07-20,2,남자,2017-06-14,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,이마,아파트
2017072475,2017-07-20,7,여자,2017-07-07,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,볼,아파트
2017072476,2017-07-20,35,남자,2017-07-06,해당없음,생활용품,가정용 청소 및 세탁용품,표백제,,이물질(가루),안구,아파트
2017072477,2017-07-20,54,여자,2017-07-05,해당없음,가구 및 가구설비,야외용 가구,이동식 테이블,,기타 물리적 충격,발,아파트
2017072478,2017-07-20,36,남자,2017-07-05,해당없음,주방기기 및 용품,일회용 주방용품,이쑤시개,,이물질(기타),"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072480,2017-07-20,31,남자,2017-07-05,해당없음,"건물, 시설 및 서비스",계단 및 층계,콘크리트 계단,,미끄러짐·넘어짐,팔꿈치,아파트
2017072481,2017-07-20,87,여자,2017-07-05,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,이마,아파트
2017072482,2017-07-20,76,여자,2017-07-04,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,흉부,다세대주택
2017072483,2017-07-20,46,여자,2017-07-05,해당없음,주방기기 및 용품,주방용구 및 용품,기타 가정용 가위,,예리함·마감처리 불량,손가락,아파트
2017072484,2017-07-20,3,남자,2017-07-04,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 냉장고,,부딪힘,턱,어린이집(놀이방)
2017072485,2017-07-20,56,여자,2017-07-04,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,비닐바닥재,,미끄러짐·넘어짐,턱,아파트
2017072488,2017-07-20,25,남자,2017-07-03,해당없음,가공식품,외식-배달음식,치킨,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072492,2017-07-20,55,남자,2017-07-03,해당없음,가공식품,외식-기타,수산물,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072493,2017-07-20,40,남자,2017-07-03,해당없음,가공식품,외식-한식,탕류,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072498,2017-07-20,65,여자,2017-07-01,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072499,2017-07-20,38,여자,2017-07-01,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072500,2017-07-20,79,남자,2017-07-18,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,목재마루재,,미끄러짐·넘어짐,손목,아파트
2017072501,2017-07-20,15,여자,2017-06-29,해당없음,가공식품,외식-기타,수산물,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072502,2017-07-20,38,여자,2017-07-18,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072503,2017-07-20,57,여자,2017-07-16,해당없음,가공식품,외식-배달음식,치킨,,식품 섭취에 의한 위험 및 위해,전신 손상,아파트
2017072504,2017-07-20,24,여자,2017-07-18,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072536,2017-07-20,65,여자,2017-07-14,해당없음,의약(외)품 및 의료용구,의료용구,"휠체어, 휠체어 용품",,미끄러짐·넘어짐,등,요양병원 
2017072549,2017-07-20,44,여자,2017-07-06,해당없음,가공식품,외식-분식,김밥,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072550,2017-07-20,50,남자,2017-07-07,해당없음,가공식품,외식-한식,고기류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072551,2017-07-20,3,남자,2017-07-07,해당없음,완구 및 게임용품,놀이장비 및 액세서리,킥보드,,미끄러짐·넘어짐,눈 및 눈주변(눈썹 및 눈꺼풀),자전거도로
2017072552,2017-07-20,33,남자,2017-07-07,해당없음,"도서, 음반 및 문구용품",문구용품 및 학습용품,문구용 가위,,예리함·마감처리 불량,손가락,아파트
2017072553,2017-07-20,7,남자,2017-07-07,해당없음,완구 및 게임용품,놀이장비 및 액세서리,킥보드,,미끄러짐·넘어짐,머리 및 뇌(뇌막),자전거도로
2017072554,2017-07-20,2,남자,2017-07-09,해당없음,가공식품,유가공품-아이스크림류,아이스크림류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072555,2017-07-20,86,여자,2017-07-13,해당없음,가구 및 가구설비,침실가구,침대 ,,추락,다리(무릎 위),단독주택
2017072569,2017-07-20,53,남자,2017-07-02,해당없음,생활용품,가정용 청소 및 세탁용품,빨래건조대(고정형),,부딪힘,안구,아파트
2017072570,2017-07-20,88,남자,2017-07-12,해당없음,가공식품,외식-한식,기타 한식류,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072571,2017-07-20,8,남자,2017-06-25,해당없음,스포츠 및 취미용품,기타 스포츠 장비 및 용품,골대,,추락,팔꿈치,상세불명의 장소
2017072572,2017-07-20,49,여자,2017-07-11,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,전신 손상,카페 및 음식점 
2017072842,2017-07-21,41,여자,2017-05-28,해당없음,가구 및 가구설비,침실가구,옷장,,눌림·끼임,손,아파트
2017072843,2017-07-21,36,여자,2017-05-28,해당없음,가공식품,외식-일식,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",카페 및 음식점 
2017072844,2017-07-21,47,여자,2017-05-27,해당없음,가공식품,외식-중식,기타 중화요리,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072845,2017-07-21,0,여자,2017-04-13,해당없음,가구 및 가구설비,유아용 가구,유아용 캐리어(아기띠 등),,추락,기타 얼굴부위,상세불명의 장소
2017072846,2017-07-21,3,남자,2017-04-13,해당없음,조명기구 및 전기 부품&용품,전기 플러그 및 커넥터,콘센트,,부딪힘,귀 및 고막,아파트
2017072847,2017-07-21,2,남자,2017-06-19,해당없음,가구 및 가구설비,위생도기 및 욕실가구,욕조,,부딪힘,머리 및 뇌(뇌막),아파트
2017072848,2017-07-21,39,여자,,해당없음,화장품 및 화장용품,기초화장용 제품,기타 기초화장용 화장품,한국,피부접촉에 의한 위험 및 위해,기타 얼굴부위,상세불명의 장소
2017072849,2017-07-21,54,여자,2017-06-06,해당없음,화장품 및 화장용품,바디케어 용품,기타 바디케어 용품,,기타 물리적 충격,목,아파트
2017072850,2017-07-21,31,여자,2017-06-03,해당없음,가공식품,수산물 가공식품-어육,어육 조리식품,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072851,2017-07-21,26,남자,2017-06-03,해당없음,가공식품,외식-중식,짜장면,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072852,2017-07-21,59,여자,,해당없음,화장품 및 화장용품,기초화장용 제품,기타 기초화장용 화장품,한국,피부접촉에 의한 위험 및 위해,기타 얼굴부위,상세불명의 장소
2017072853,2017-07-21,9,남자,2017-05-28,해당없음,스포츠 및 취미용품,필드 및 코트운동장비,기타 공,,기타 물리적 충격,손가락,공원
2017072854,2017-07-21,6,여자,2017-05-31,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 철봉,,추락,"입술, 혀",상세불명의 장소
2017072855,2017-07-21,1,여자,2017-06-16,해당없음,가전제품 및 정보통신기기,냉난방 및 계절가전,가정용 선풍기,,눌림·끼임,손가락,단독주택
2017072856,2017-07-21,29,여자,2017-06-18,해당없음,축산·수산물 식품,수산물-갑각류,게,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072857,2017-07-21,8,여자,2016-04-29,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 미끄럼틀,,추락,팔꿈치,"상세불명의 여가, 문화 및 놀이시설"
2017072858,2017-07-21,47,남자,2016-04-26,해당없음,가공식품,조미식품-일반,감미료(꿀 등),,식품 섭취에 의한 위험 및 위해,"신체내부-호흡계통(기도, 폐 등)",아파트
2017072859,2017-07-21,9,여자,2016-04-14,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 미끄럼틀,,추락,손목,"상세불명의 여가, 문화 및 놀이시설"
2017072860,2017-07-21,0,여자,2016-04-10,해당없음,"의류, 신발, 가방, 보석 및 시계",의복 액세서리,머리핀,,이물질(금속),"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072861,2017-07-21,2,여자,2017-03-17,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,팔꿈치,상세불명의 주택
2017072862,2017-07-21,25,여자,2017-05-20,해당없음,가전제품 및 정보통신기기,이미용 및 생활가전,가정용 전기머리인두(고데기),,고온물질,이마,상세불명의 주택
2017072863,2017-07-21,2,여자,2017-03-16,해당없음,건축/인테리어 자재 및 작업공구,문,목재문,,눌림·끼임,손가락,상세불명의 주택
2017072864,2017-07-21,35,여자,2017-04-26,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,기타 얼굴부위,상세불명의 장소
2017072865,2017-07-21,0,여자,2017-04-25,해당없음,화장품 및 화장용품,메이크업 용품,눈썹용 칼,,예리함·마감처리 불량,손가락,상세불명의 장소
2017072866,2017-07-21,24,여자,2017-04-24,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,팔꿈치,상세불명의 장소
2017072867,2017-07-21,1,여자,2017-04-22,해당없음,가구 및 가구설비,거실가구,소파,,추락,머리 및 뇌(뇌막),상세불명의 장소
2017072873,2017-07-21,39,여자,,해당없음,화장품 및 화장용품,기초화장용 제품,기타 기초화장용 화장품,한국,피부접촉에 의한 위험 및 위해,기타 얼굴부위,상세불명의 장소
2017072868,2017-07-21,1,남자,2017-04-23,해당없음,가구 및 가구설비,거실가구,소파,,추락,"입술, 혀",상세불명의 장소
2017072869,2017-07-21,6,여자,2017-04-22,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,손,상세불명의 주택
2017072870,2017-07-21,3,여자,2017-05-22,해당없음,자동차 및 관련 용품,기타 승용물,기타 승용물,,눌림·끼임,손가락,아파트
2017072871,2017-07-21,35,여자,2017-04-22,해당없음,가공식품,기타식품-기타 조리식품,기타 조리식품,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072872,2017-07-21,9,여자,2017-04-22,해당없음,가공식품,외식-배달음식,치킨,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072621,2017-07-21,5,남자,2017-05-01,해당없음,주방기기 및 용품,"수저, 포크 및 나이프류",젓가락,,예리함·마감처리 불량,눈 및 눈주변(눈썹 및 눈꺼풀),아파트
2017072622,2017-07-21,57,여자,2017-06-15,해당없음,"건물, 시설 및 서비스",병원건물 및 의료서비스,한방진료서비스,,기타 의료시술 및 약물,전신 손상,한의원 
2017072623,2017-07-21,2,남자,2017-05-01,해당없음,연료 및 전지,"배터리, 전지 및 액세서리",수은산화전지,,이물질(기타),"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072624,2017-07-21,14,여자,2017-06-15,해당없음,애완 동·식물 및 용품,애완 동식물 ,기타 애완동물,,동물에 의한 상해,안구,아파트
2017072627,2017-07-21,61,여자,2017-06-15,해당없음,가공식품,수산물 가공식품-어육,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072628,2017-07-21,35,남자,2017-06-15,해당없음,가공식품,수산물 가공식품-어육,회,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",아파트
2017072629,2017-07-21,41,여자,2017-04-19,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,둔부,상세불명의 주택
2017072630,2017-07-21,4,남자,2017-06-12,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 철봉,,부딪힘,눈 및 눈주변(눈썹 및 눈꺼풀),"상세불명의 여가, 문화 및 놀이시설"
2017072646,2017-07-21,43,여자,2017-06-13,해당없음,가공식품,건강식품-기타,기타 건강식품,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072647,2017-07-21,80,남자,2016-12-12,해당없음,건축/인테리어 자재 및 작업공구,사다리 및 비계,사다리,,추락,신체내부-기타(혈관 및 장기 등),상세불명의 장소
2017072648,2017-07-21,43,여자,2017-06-13,해당없음,가구 및 가구설비,주방가구,밥상 및 다과상,,파열·파손·꺾여짐,생식기 주변 및 회음부,아파트
2017072649,2017-07-21,0,남자,2017-05-06,해당없음,완구 및 게임용품,완구,장난감 칼,,예리함·마감처리 불량,잇몸 및 구강,아파트
2017072650,2017-07-21,4,남자,2017-06-04,해당없음,기타 장비 및 제품,기타 장비 및 제품,기타 장비 및 제품,,눌림·끼임,손가락,"기타 여가, 문화 및 놀이시설"
2017072651,2017-07-21,89,여자,2017-05-15,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,목재마루재,,미끄러짐·넘어짐,흉부,아파트
2017072652,2017-07-21,6,남자,2017-05-14,해당없음,스포츠 및 취미용품,놀이터 장비 및 용품,놀이터용 미끄럼틀,,추락,생식기 주변 및 회음부,상세불명의 장소
2017072653,2017-07-21,0,여자,2017-05-12,해당없음,가구 및 가구설비,유아용 가구,유모차,,추락,위해부위 확인불가,상세불명의 장소
2017072654,2017-07-21,1,남자,2017-05-06,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,머리 및 뇌(뇌막),아파트
2017072655,2017-07-21,2,남자,2017-05-06,해당없음,주방기기 및 용품,"수저, 포크 및 나이프류",가정용 칼,,예리함·마감처리 불량,손가락,아파트
2017072656,2017-07-21,2,남자,2017-05-06,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,석재 또는 타일바닥재,,미끄러짐·넘어짐,머리 및 뇌(뇌막),아파트
2017072657,2017-07-21,7,남자,2017-05-05,해당없음,완구 및 게임용품,완구,드론,,기능고장,이마,"기타 여가, 문화 및 놀이시설"
2017072658,2017-07-21,6,남자,2017-05-05,해당없음,완구 및 게임용품,완구,드론,,기능고장,손,"기타 여가, 문화 및 놀이시설"
2017072659,2017-07-21,9,여자,2017-05-05,해당없음,애완 동·식물 및 용품,애완 동식물 ,애완견,,동물에 의한 상해,볼,단독주택
2017072660,2017-07-21,3,여자,2017-05-05,해당없음,건축/인테리어 자재 및 작업공구,문,금속문,,눌림·끼임,손가락,단독주택
2017072661,2017-07-21,3,남자,2017-05-05,해당없음,가구 및 가구설비,거실가구,소파,,추락,머리 및 뇌(뇌막),아파트
2017072662,2017-07-21,2,여자,2017-05-04,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,목재마루재,,미끄러짐·넘어짐,머리 및 뇌(뇌막),아파트
2017072663,2017-07-21,2,남자,2017-05-04,해당없음,건축/인테리어 자재 및 작업공구,천장재 및 바닥재,비닐바닥재,,미끄러짐·넘어짐,턱,아파트
2017072686,2017-07-21,6,여자,2017-05-12,해당없음,가구 및 가구설비,학생용 및 서재용 가구,책장,,부딪힘,잇몸 및 구강,상세불명의 주택
2017072694,2017-07-21,0,남자,2017-05-08,해당없음,가구 및 가구설비,위생도기 및 욕실가구,세면대,,추락,머리 및 뇌(뇌막),상세불명의 주택
2017072700,2017-07-21,4,남자,2017-05-06,해당없음,연료 및 전지,"배터리, 전지 및 액세서리",리튬전지,,이물질(기타),"신체내부-소화계통(식도,위장,대장 등)",상세불명의 주택
2017072713,2017-07-21,51,남자,2017-06-06,해당없음,축산·수산물 식품,수산물-갑각류,굴,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072714,2017-07-21,73,여자,2017-06-06,해당없음,화장품 및 화장용품,메이크업 용품,면봉,,이물질(기타),귀 및 고막,상세불명의 장소
2017072715,2017-07-21,19,남자,2017-06-04,해당없음,가공식품,수산물 가공식품-젓갈류,게장,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072716,2017-07-21,35,남자,2017-06-05,해당없음,축산·수산물 식품,수산물-갑각류,홍합,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072717,2017-07-21,53,남자,2017-06-04,해당없음,가공식품,축산물가공품-식육,식육 조리식품,,식품 섭취에 의한 위험 및 위해,전신 손상,상세불명의 장소
2017072731,2017-07-21,32,여자,2017-06-19,해당없음,가공식품,축산물가공품-식육,식육 조리식품,,식품 섭취에 의한 위험 및 위해,"신체내부-소화계통(식도,위장,대장 등)",상세불명의 장소
2017072732,2017-07-21,44,여자,2017-04-17,해당없음,"건물, 시설 및 서비스",리프트 시설,에스컬레이터,,미끄러짐·넘어짐,팔꿈치,상세불명의 장소
2017072733,2017-07-21,3,여자,2017-04-17,해당없음,건축/인테리어 자재 및 작업공구,창틀,기타 창틀,,눌림·끼임,손,상세불명의 장소
2017072734,2017-07-21,29,남자,2017-04-16,해당없음,생활용품,바느질 용품,지퍼,,눌림·끼임,생식기 주변 및 회음부,상세불명의 장소
2017072736,2017-07-21,1,남자,2017-04-16,해당없음,완구 및 게임용품,어린이용 블록 및 조립완구,낱개블록,,부딪힘,안구,상세불명의 장소
2017072737,2017-07-21,1,남자,2017-04-16,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 전기밥솥,,고온물질,손,아파트
2017072738,2017-07-21,70,남자,2017-01-31,해당없음,건축/인테리어 자재 및 작업공구,사다리 및 비계,사다리,,추락,손가락,상세불명의 장소
2017072739,2017-07-21,29,남자,2017-02-16,해당없음,스포츠 및 취미용품,겨울 스포츠용 장비,스키,,예리함·마감처리 불량,"다리(무릎 아래, 무릎 및 발목 제외)",스키장 
2017072740,2017-07-21,49,남자,,해당없음,가전제품 및 정보통신기기,주방 가전,가정용 정수기,한국,이물질(금속),해당없음,상세불명의 장소
